

1544039682.543778290  Node Startup
1544039682.716108349 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039707.790141713 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039710.356925658 ERROR [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:60(RosChain::run) [topics: /rosout, /diagnostics] CAN not ready; CAN not ready
1544039712.227462552 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 1 device error: system:125 internal_error: 0 (OK)
1544039712.227606705 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 0 device error: system:125 internal_error: 0 (OK)
1544039712.228037209 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 0 device error: system:0 internal_error: 0 (OK)
1544039712.228171025 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 0 device error: system:0 internal_error: 0 (OK)
1544039712.792310706 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039717.802098696 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039722.802297794 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039727.816006573 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039732.816873465 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039737.824963126 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039742.836103193 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039747.850887582 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039752.858965723 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039757.872528055 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039762.877415115 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039767.896823020 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039772.897920513 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039777.904850771 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039782.912770384 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039787.915154708 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039792.935752753 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039797.942384165 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039802.943741160 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039807.953418306 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039812.955617350 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039817.964488246 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039821.520793642 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:74(RosChain::handle_init) [topics: /rosout, /diagnostics] Initializing XXX
1544039821.521077480 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 1 device error: system:0 internal_error: 0 (OK)
1544039821.521306561 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 2 device error: system:0 internal_error: 0 (OK)
1544039821.521481725 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 2 device error: system:100 internal_error: 0 (OK)
1544039821.521614425 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 1 device error: system:100 internal_error: 0 (OK)
1544039821.521763886 ERROR [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:60(RosChain::run) [topics: /rosout, /diagnostics] CAN not ready
1544039821.522184055 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 1 device error: system:0 internal_error: 0 (OK)
1544039821.522236856 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 0 device error: system:0 internal_error: 0 (OK)
1544039821.522507843 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 0 device error: system:0 internal_error: 0 (OK)
1544039822.965598843 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
1544039823.973362256 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:74(RosChain::handle_init) [topics: /rosout, /diagnostics] Initializing XXX
1544039823.973558372 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 1 device error: system:0 internal_error: 0 (OK)
1544039823.973875455 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 2 device error: system:0 internal_error: 0 (OK)
1544039823.974207064 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 2 device error: system:100 internal_error: 0 (OK)
1544039823.974262100 INFO [/home/seekurjr/catkin_ws/src/ros_canopen-kinetic/canopen_chain_node/src/ros_chain.cpp:49(RosChain::logState) [topics: /rosout, /diagnostics] Current state: 1 device error: system:100 internal_error: 0 (OK)
1544039827.966311299 INFO [/tmp/binarydeb/ros-kinetic-roscpp-1.12.14/src/libros/service.cpp:80(service::exists) [topics: /rosout] waitForService: Service [/arm/controller_manager/load_controller] has not been advertised, waiting...
